"Year","Question Number","Subject","Topic","Question","Option 1","Option 2","Option 3","Option 4","Answer","Explanation","Source"
"2022","228","Pathology","Immunology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","229","Medicine","Endocrinology","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","230","Pharmacology","Chemotherapy","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","231","Pathology","Neoplasia","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","232","Gynecology","Reproductive Medicine","Normal cardiac output in an adult at rest is approximately?","3-4 L/min","5-6 L/min","7-8 L/min","9-10 L/min","B","Normal cardiac output at rest is approximately 5-6 L/min in healthy adults.","fmge-jun-2022-pyq-pdf.pdf"
"2022","233","Physiology","Respiratory","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","234","Pharmacology","Endocrine drugs","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","235","Pediatrics","Neonatology","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","236","Medicine","Pulmonology","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","237","Pathology","Neoplasia","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","238","Anatomy","Thyroid","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","239","Gynecology","Obstetrics","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","240","Anatomy","Respiratory","Normal cardiac output in an adult at rest is approximately?","3-4 L/min","5-6 L/min","7-8 L/min","9-10 L/min","B","Normal cardiac output at rest is approximately 5-6 L/min in healthy adults.","fmge-jun-2022-pyq-pdf.pdf"
"2022","241","Surgery","Neurosurgery","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","242","Physiology","Endocrine","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","243","Anaesthesia","Pre-Anaesthetic Evaluation","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","244","Anatomy","CNS","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","245","Anatomy","Respiratory","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","246","Surgery","Urology","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
